ID,County,State,TotalPop,Total income,poverty population,poverty percentage,percapitalincome
827,Door,Wisconsin,27443,940000006.0,2317.0,8.0,34253.0
828,Dorado Municipio,Puerto Rico,37722,584489286.0,12481.0,33.0,15495.0
829,Dorchester,Maryland,32386,936313502.0,5029.0,16.0,28911.0
830,Dorchester,South Carolina,151716,4144442783.0,17942.0,12.0,27317.0
831,Dougherty,Georgia,91522,1857178241.0,28540.0,31.0,20292.0
832,Douglas,Colorado,320940,15637804782.0,11720.0,4.0,48725.0
833,Douglas,Georgia,140152,3566722774.0,19979.0,14.0,25449.0
834,Douglas,Illinois,19830,521208158.0,2416.0,12.0,26284.0
835,Douglas,Kansas,117806,3467975707.0,24134.0,20.0,29438.0
836,Douglas,Minnesota,36891,1229791036.0,3127.0,8.0,33336.0
837,Douglas,Missouri,13391,242318870.0,2755.0,21.0,18096.0
838,Douglas,Nebraska,549706,17603259758.0,75363.0,14.0,32023.0
839,Douglas,Nevada,47632,1701751674.0,4696.0,10.0,35727.0
840,Douglas,Oregon,107576,2689586421.0,18313.0,17.0,25002.0
841,Douglas,South Dakota,2940,81152820.0,241.0,8.0,27603.0
842,Douglas,Washington,40585,1017059261.0,5557.0,14.0,25060.0
843,Douglas,Wisconsin,43503,1211296349.0,6175.0,14.0,27844.0
844,Doña Ana,New Mexico,213849,4501425530.0,59959.0,28.0,21050.0
845,Drew,Arkansas,18620,377983950.0,4517.0,24.0,20300.0
846,DuPage,Illinois,931826,39183324114.0,63217.0,7.0,42050.0
847,Dubois,Indiana,42379,1199421888.0,4264.0,10.0,28302.0
848,Dubuque,Iowa,96571,2908407581.0,11844.0,12.0,30117.0
849,Duchesne,Utah,20259,472506497.0,2562.0,13.0,23323.0
850,Dukes,Massachusetts,17275,742072022.0,1451.0,8.0,42956.0
851,Dundy,Nebraska,2017,54356133.0,212.0,11.0,26949.0
852,Dunklin,Missouri,30905,583413945.0,8242.0,27.0,18878.0
853,Dunn,North Dakota,4349,184562862.0,461.0,11.0,42438.0
854,Dunn,Wisconsin,44260,1166431008.0,6093.0,14.0,26354.0
855,Duplin,North Carolina,59350,1099705762.0,15547.0,26.0,18529.0
856,Durham,North Carolina,300865,9974062675.0,51353.0,17.0,33151.0
857,Dutchess,New York,295685,10852796319.0,27445.0,9.0,36704.0
858,Duval,Florida,912043,26078432885.0,147471.0,16.0,28593.0
859,Duval,Texas,11434,218213737.0,2936.0,26.0,19085.0
860,Dyer,Tennessee,37751,932254515.0,6879.0,18.0,24695.0
861,Eagle,Colorado,53726,2173234242.0,4159.0,8.0,40450.0
862,Early,Georgia,10405,186999250.0,2836.0,27.0,17972.0
863,East Baton Rouge Parish,Louisiana,446167,13457394268.0,86684.0,19.0,30162.0
864,East Carroll Parish,Louisiana,7318,107529836.0,2952.0,40.0,14694.0
865,East Feliciana Parish,Louisiana,19553,413317204.0,3555.0,18.0,21138.0
866,Eastland,Texas,18278,373485886.0,3172.0,17.0,20434.0
867,Eaton,Michigan,108586,3264575549.0,11843.0,11.0,30064.0
868,Eau Claire,Wisconsin,102388,2844317089.0,15466.0,15.0,27780.0
869,Echols,Georgia,4011,82583602.0,1133.0,28.0,20589.0
870,Ector,Texas,155744,4318457219.0,19118.0,12.0,27728.0
871,Eddy,New Mexico,56793,1613999501.0,8316.0,15.0,28419.0
872,Eddy,North Dakota,2321,82265524.0,306.0,13.0,35444.0
873,Edgar,Illinois,17603,463730741.0,2702.0,15.0,26344.0
874,Edgecombe,North Carolina,54032,1023713735.0,13251.0,25.0,18946.0
875,Edgefield,South Carolina,26620,633670269.0,4153.0,16.0,23804.0
876,Edmonson,Kentucky,12063,263583879.0,2413.0,20.0,21851.0
877,Edmunds,South Dakota,3971,126420731.0,237.0,6.0,31836.0
878,Edwards,Illinois,6570,174429213.0,761.0,12.0,26549.0
879,Edwards,Kansas,2946,82387506.0,303.0,10.0,27966.0
880,Edwards,Texas,2111,61151448.0,148.0,7.0,28968.0
881,Effingham,Georgia,57087,1527953957.0,5456.0,10.0,26765.0
882,Effingham,Illinois,34164,1000988902.0,3920.0,11.0,29300.0
883,El Dorado,California,185015,7059371819.0,18197.0,10.0,38156.0
884,El Paso,Colorado,674826,21066290717.0,74429.0,11.0,31217.0
885,El Paso,Texas,834825,16654449861.0,181040.0,22.0,19950.0
886,Elbert,Colorado,24553,1044048417.0,1164.0,5.0,42522.0
887,Elbert,Georgia,19288,407713604.0,4319.0,22.0,21138.0
888,Elk,Kansas,2581,54603636.0,348.0,13.0,21156.0
889,Elk,Pennsylvania,30781,836097017.0,2885.0,9.0,27163.0
890,Elkhart,Indiana,202924,4832983222.0,28145.0,14.0,23817.0
891,Elko,Nevada,52377,1702165402.0,5991.0,11.0,32498.0
892,Elliott,Kentucky,7533,101214821.0,2569.0,34.0,13436.0
893,Ellis,Kansas,28877,847228568.0,5015.0,17.0,29339.0
894,Ellis,Oklahoma,4102,111869027.0,705.0,17.0,27272.0
895,Ellis,Texas,164092,4695058582.0,17411.0,11.0,28612.0
896,Ellsworth,Kansas,6331,152588790.0,729.0,12.0,24102.0
897,Elmore,Alabama,80989,2126045411.0,11000.0,14.0,26251.0
898,Elmore,Idaho,26232,604094982.0,3876.0,15.0,23029.0
899,Emanuel,Georgia,22502,403775762.0,6575.0,29.0,17944.0
900,Emery,Utah,10410,223453656.0,1349.0,13.0,21465.0
901,Emmet,Iowa,9661,283990844.0,1362.0,14.0,29396.0
902,Emmet,Michigan,32978,1034065030.0,3537.0,11.0,31356.0
903,Emmons,North Dakota,3389,100388958.0,403.0,12.0,29622.0
904,Emporia city,Virginia,5495,101921386.0,1691.0,31.0,18548.0
905,Erath,Texas,41016,964309712.0,9378.0,23.0,23511.0
906,Erie,New York,923995,28720588153.0,140739.0,15.0,31083.0
907,Erie,Ohio,75369,2277870159.0,9785.0,13.0,30223.0
908,Erie,Pennsylvania,277794,7323025550.0,46503.0,17.0,26361.0
909,Escambia,Alabama,37621,683343261.0,8900.0,24.0,18164.0
910,Escambia,Florida,309924,7954470750.0,45216.0,15.0,25666.0
911,Esmeralda,Nevada,1102,26178010.0,75.0,7.0,23755.0
912,Essex,Massachusetts,775860,29951100284.0,83904.0,11.0,38604.0
913,Essex,New Jersey,800401,28120098924.0,133854.0,17.0,35133.0
914,Essex,New York,38233,1109049253.0,3354.0,9.0,29008.0
915,Essex,Vermont,6203,142802673.0,963.0,16.0,23022.0
916,Essex,Virginia,11083,285166814.0,1368.0,12.0,25730.0
917,Estill,Kentucky,14382,254961304.0,4376.0,30.0,17728.0
918,Etowah,Alabama,103132,2297546583.0,18482.0,18.0,22278.0
919,Eureka,Nevada,1728,61527168.0,173.0,10.0,35606.0
920,Evangeline Parish,Louisiana,33750,629622055.0,8882.0,26.0,18655.0
921,Evans,Georgia,10757,223060981.0,2827.0,26.0,20736.0
922,Fairbanks North Star Borough,Alaska,100031,3533930753.0,7672.0,8.0,35328.0
923,Fairfax,Virginia,1142004,60498243461.0,70244.0,6.0,52976.0
924,Fairfax city,Virginia,23580,1096206350.0,1849.0,8.0,46489.0
925,Fairfield,Connecticut,947328,50618376689.0,83103.0,9.0,53433.0
926,Fairfield,Ohio,151526,4482477848.0,15093.0,10.0,29582.0
927,Fairfield,South Carolina,22868,502458795.0,4866.0,21.0,21972.0
928,Fajardo Municipio,Puerto Rico,33075,360519716.0,14460.0,44.0,10900.0
929,Fall River,South Dakota,6783,180313953.0,1007.0,15.0,26583.0
930,Fallon,Montana,2925,94685175.0,170.0,6.0,32371.0
931,Falls Church city,Virginia,13843,906858351.0,408.0,3.0,65510.0
932,Falls,Texas,17289,306964130.0,4333.0,25.0,17755.0
933,Fannin,Georgia,24480,608199576.0,3866.0,16.0,24845.0
934,Fannin,Texas,33787,784280031.0,5328.0,16.0,23212.0
935,Faribault,Minnesota,13966,406628978.0,1606.0,11.0,29116.0
936,Faulk,South Dakota,2327,69144478.0,254.0,11.0,29714.0
937,Faulkner,Arkansas,121282,3061125164.0,20160.0,17.0,25240.0
938,Fauquier,Virginia,68406,2946039713.0,4206.0,6.0,43067.0
939,Fayette,Alabama,16657,352974463.0,3017.0,18.0,21191.0
940,Fayette,Georgia,110306,4405222143.0,6967.0,6.0,39936.0
941,Fayette,Illinois,21980,480141113.0,3905.0,18.0,21844.0
942,Fayette,Indiana,23426,525401816.0,4291.0,18.0,22428.0
943,Fayette,Iowa,20139,544151508.0,2608.0,13.0,27020.0
944,Fayette,Kentucky,315109,9974165441.0,61307.0,19.0,31653.0
945,Fayette,Ohio,28659,688193706.0,5059.0,18.0,24013.0
946,Fayette,Pennsylvania,133160,3228775201.0,24990.0,19.0,24247.0
947,Fayette,Tennessee,39336,1198588726.0,5717.0,15.0,30471.0
948,Fayette,Texas,24963,758998091.0,2267.0,9.0,30405.0
949,Fayette,West Virginia,44602,925839438.0,8896.0,20.0,20758.0
950,Fentress,Tennessee,17940,325982665.0,4151.0,23.0,18171.0
951,Fergus,Montana,11327,311391987.0,1667.0,15.0,27491.0
952,Ferry,Washington,7568,166126401.0,1602.0,21.0,21951.0
953,Fillmore,Minnesota,20825,592281940.0,2354.0,11.0,28441.0
954,Fillmore,Nebraska,5603,172983239.0,552.0,10.0,30873.0
955,Finney,Kansas,37097,855969694.0,6010.0,16.0,23074.0
956,Fisher,Texas,3875,107528605.0,671.0,17.0,27749.0
957,Flagler,Florida,105015,2703162693.0,14032.0,13.0,25741.0
958,Flathead,Montana,96147,2728545526.0,13078.0,14.0,28379.0
959,Fleming,Kentucky,14515,338940938.0,2833.0,20.0,23351.0
960,Florence,South Carolina,138537,3296758592.0,27283.0,20.0,23797.0
961,Florence,Wisconsin,4354,122832078.0,366.0,8.0,28211.0
962,Florida Municipio,Puerto Rico,12140,95147060.0,6853.0,56.0,7837.0
963,Floyd,Georgia,96471,2308423707.0,17572.0,18.0,23929.0
964,Floyd,Indiana,76481,2345153529.0,8353.0,11.0,30663.0
965,Floyd,Iowa,15904,450447470.0,2480.0,16.0,28323.0
966,Floyd,Kentucky,37447,687748818.0,11477.0,31.0,18366.0
967,Floyd,Texas,5953,144936437.0,1083.0,18.0,24347.0
968,Floyd,Virginia,15594,396805725.0,1876.0,12.0,25446.0
969,Fluvanna,Virginia,26109,834216756.0,1583.0,6.0,31951.0
970,Foard,Texas,1414,36812076.0,81.0,6.0,26034.0
971,Fond du Lac,Wisconsin,102082,3004358128.0,8690.0,9.0,29431.0
972,Ford,Illinois,13470,358450470.0,2109.0,16.0,26611.0
973,Ford,Kansas,34658,764299786.0,5626.0,16.0,22053.0
974,Forest,Pennsylvania,7388,110740077.0,1059.0,14.0,14989.0
975,Forest,Wisconsin,9035,216261445.0,1584.0,18.0,23936.0
976,Forrest,Mississippi,75835,1576077179.0,20958.0,28.0,20783.0
977,Forsyth,Georgia,211300,8430083902.0,13732.0,6.0,39896.0
978,Forsyth,North Carolina,368362,10549953180.0,71108.0,19.0,28640.0
979,Fort Bend,Texas,711421,27305475921.0,57970.0,8.0,38382.0
980,Foster,North Dakota,3318,108382470.0,236.0,7.0,32665.0
981,Fountain,Indiana,16620,421860182.0,2100.0,13.0,25383.0
982,Franklin,Alabama,31507,608515142.0,7263.0,23.0,19314.0
983,Franklin,Arkansas,17803,355841898.0,3902.0,22.0,19988.0
984,Franklin,Florida,11675,274644253.0,2506.0,21.0,23524.0
985,Franklin,Georgia,22328,439032722.0,5703.0,26.0,19663.0
986,Franklin,Idaho,13120,268352372.0,1609.0,12.0,20454.0
987,Franklin,Illinois,39302,878227552.0,7821.0,20.0,22346.0
988,Franklin,Indiana,22835,599801491.0,2254.0,10.0,26267.0
989,Franklin,Iowa,10326,260715134.0,1610.0,16.0,25248.0
990,Franklin,Kansas,25599,657922707.0,3198.0,12.0,25701.0
991,Franklin,Kentucky,49969,1399195750.0,6734.0,13.0,28001.0
992,Franklin,Maine,30177,729130092.0,3761.0,12.0,24162.0
993,Franklin,Massachusetts,70926,2341264574.0,7812.0,11.0,33010.0
994,Franklin,Mississippi,7772,193247905.0,1388.0,18.0,24865.0
995,Franklin,Missouri,102413,2786612288.0,10892.0,11.0,27210.0
996,Franklin,Nebraska,3019,86450314.0,401.0,13.0,28635.0
997,Franklin,New York,51054,1240305679.0,9485.0,19.0,24294.0
998,Franklin,North Carolina,63866,1523995125.0,10527.0,16.0,23862.0
999,Franklin,Ohio,1253507,39108674178.0,217610.0,17.0,31199.0
1000,Franklin,Pennsylvania,153003,4434743495.0,15877.0,10.0,28985.0
1001,Franklin,Tennessee,41397,1061287031.0,6288.0,15.0,25637.0
1002,Franklin,Texas,10639,251529658.0,1609.0,15.0,23642.0
1003,Franklin,Vermont,48816,1494920665.0,3918.0,8.0,30624.0
1004,Franklin,Virginia,56277,1535358823.0,8333.0,15.0,27282.0
1005,Franklin,Washington,89124,1971904659.0,14321.0,16.0,22125.0
1006,Franklin Parish,Louisiana,20388,383000028.0,5745.0,28.0,18786.0
1007,Franklin city,Virginia,8334,206846901.0,1373.0,16.0,24820.0
1008,Frederick,Maryland,246105,9737343880.0,17853.0,7.0,39566.0
1009,Frederick,Virginia,83784,2727537122.0,4708.0,6.0,32554.0
1010,Fredericksburg city,Virginia,28135,910407645.0,5551.0,20.0,32359.0
1011,Freeborn,Minnesota,30619,845191092.0,3597.0,12.0,27603.0
1012,Freestone,Texas,19646,472687140.0,3309.0,17.0,24060.0
1013,Fremont,Colorado,46601,974830590.0,5875.0,13.0,20919.0
1014,Fremont,Idaho,12889,278537459.0,1520.0,12.0,21610.0
1015,Fremont,Iowa,6985,208245069.0,769.0,11.0,29813.0
1016,Fremont,Wyoming,40354,1098424485.0,5512.0,14.0,27220.0
1017,Fresno,California,971616,21603283700.0,247830.0,26.0,22234.0
1018,Frio,Texas,19110,321682783.0,3927.0,21.0,16833.0
1019,Frontier,Nebraska,2624,73209600.0,286.0,11.0,27900.0
1020,Fulton,Arkansas,12092,237900080.0,2774.0,23.0,19674.0
1021,Fulton,Georgia,1010420,41469132621.0,165606.0,16.0,41041.0
1022,Fulton,Illinois,35733,867199071.0,5919.0,17.0,24269.0
1023,Fulton,Indiana,20296,478108911.0,2705.0,13.0,23557.0
1024,Fulton,Kentucky,6259,113354048.0,1594.0,25.0,18111.0
1025,Fulton,New York,53955,1418918296.0,8657.0,16.0,26298.0
1026,Fulton,Ohio,42296,1181005768.0,4475.0,11.0,27922.0
1027,Fulton,Pennsylvania,14631,369774023.0,1676.0,11.0,25273.0
1028,Furnas,Nebraska,4814,118048908.0,650.0,14.0,24522.0
1029,Gadsden,Florida,46113,887743984.0,11514.0,25.0,19251.0
1030,Gage,Nebraska,21632,593233338.0,1972.0,9.0,27424.0
1031,Gaines,Texas,19889,450613926.0,2186.0,11.0,22656.0
1032,Galax city,Virginia,6788,153222602.0,1441.0,21.0,22573.0
1033,Gallatin,Illinois,5226,128237409.0,867.0,17.0,24538.0
1034,Gallatin,Kentucky,8652,194741220.0,1159.0,13.0,22508.0
1035,Gallatin,Montana,100733,3342411552.0,14414.0,14.0,33181.0
1036,Gallia,Ohio,30203,673311183.0,6349.0,21.0,22293.0
1037,Galveston,Texas,321184,10878540581.0,45537.0,14.0,33870.0
1038,Garden,Nebraska,1913,68106626.0,224.0,12.0,35602.0
1039,Garfield,Colorado,57945,1824265344.0,5542.0,10.0,31483.0
1040,Garfield,Montana,1086,32467056.0,55.0,5.0,29896.0
1041,Garfield,Nebraska,1958,50626048.0,141.0,7.0,25856.0
1042,Garfield,Oklahoma,62421,1609634091.0,8475.0,14.0,25787.0
1043,Garfield,Utah,5020,116605639.0,658.0,13.0,23228.0
1044,Garfield,Washington,2226,55162506.0,260.0,12.0,24781.0
1045,Garland,Arkansas,97994,2517427043.0,18792.0,19.0,25690.0
1046,Garrard,Kentucky,17226,428477698.0,3137.0,18.0,24874.0
1047,Garrett,Maryland,29516,776363729.0,3381.0,11.0,26303.0
1048,Garvin,Oklahoma,27751,622532731.0,4742.0,17.0,22433.0
1049,Garza,Texas,6739,139059265.0,910.0,14.0,20635.0
1050,Gasconade,Missouri,14769,383456117.0,1768.0,12.0,25964.0
1051,Gaston,North Carolina,214049,5337666181.0,35507.0,17.0,24937.0
1052,Gates,North Carolina,11601,282311013.0,1440.0,12.0,24335.0
1053,Geary,Kansas,35796,772596264.0,5350.0,15.0,21583.0
1054,Geauga,Ohio,93895,3710064404.0,6130.0,7.0,39513.0
1055,Gem,Idaho,16850,337687759.0,3481.0,21.0,20041.0
1056,Genesee,Michigan,410881,10346128807.0,82844.0,20.0,25180.0
1057,Genesee,New York,58537,1609711283.0,7501.0,13.0,27499.0
1058,Geneva,Alabama,26572,560243544.0,5971.0,22.0,21084.0
1059,Gentry,Missouri,6688,139800666.0,1211.0,18.0,20903.0
1060,George,Mississippi,23545,493811591.0,3485.0,15.0,20973.0
1061,Georgetown,South Carolina,61065,1755484232.0,11421.0,19.0,28748.0
1062,Gibson,Indiana,33596,918598265.0,3619.0,11.0,27342.0
1063,Gibson,Tennessee,49222,1075333367.0,8485.0,17.0,21847.0
1064,Gila,Arizona,53145,1192227975.0,11600.0,22.0,22433.0
1065,Gilchrist,Florida,17191,363500622.0,3419.0,20.0,21145.0
1066,Giles,Tennessee,29024,667392404.0,4654.0,16.0,22995.0
1067,Giles,Virginia,16867,421744028.0,1903.0,11.0,25004.0
1068,Gillespie,Texas,25939,844503142.0,3227.0,12.0,32557.0
1069,Gilliam,Oregon,1910,46179980.0,189.0,10.0,24178.0
1070,Gilmer,Georgia,29614,701505135.0,5577.0,19.0,23688.0
1071,Gilmer,West Virginia,8305,151212017.0,2047.0,25.0,18207.0
1072,Gilpin,Colorado,5793,261322230.0,324.0,6.0,45110.0
1073,Glacier,Montana,13677,228906924.0,4526.0,33.0,16737.0
1074,Glades,Florida,13197,270225797.0,2359.0,18.0,20476.0
1075,Gladwin,Michigan,25324,594893257.0,5133.0,20.0,23491.0
1076,Glascock,Georgia,3027,59980005.0,348.0,11.0,19815.0
1077,Glasscock,Texas,1420,46696700.0,165.0,12.0,32885.0
1078,Glenn,California,27935,587451282.0,5468.0,20.0,21029.0
1079,Gloucester,New Jersey,291372,10549062396.0,23665.0,8.0,36205.0
1080,Gloucester,Virginia,37035,1195148120.0,3220.0,9.0,32271.0
1081,Glynn,Georgia,83467,2438010528.0,16165.0,19.0,29209.0
1082,Gogebic,Michigan,15577,347313369.0,3127.0,20.0,22297.0
1083,Golden Valley,Montana,747,18757170.0,136.0,18.0,25110.0
1084,Golden Valley,North Dakota,1892,54565280.0,178.0,9.0,28840.0
1085,Goliad,Texas,7510,225861987.0,1231.0,16.0,30075.0
1086,Gonzales,Texas,20558,485890056.0,3542.0,17.0,23635.0
1087,Goochland,Virginia,22148,1054478157.0,1147.0,5.0,47611.0
1088,Goodhue,Minnesota,46138,1544573967.0,4995.0,11.0,33477.0
1089,Gooding,Idaho,15110,314613182.0,2403.0,16.0,20822.0
1090,Gordon,Georgia,56424,1196656784.0,10662.0,19.0,21208.0
1091,Goshen,Wyoming,13479,367347164.0,1786.0,13.0,27253.0
1092,Gosper,Nebraska,2019,64408119.0,115.0,6.0,31901.0
1093,Gove,Kansas,2632,77255052.0,237.0,9.0,29352.0
1094,Grady,Georgia,25048,522592147.0,6341.0,25.0,20864.0
1095,Grady,Oklahoma,54351,1485624208.0,6781.0,12.0,27334.0
1096,Grafton,New Hampshire,89280,3147604871.0,10082.0,11.0,35255.0
1097,Graham,Arizona,37700,673833978.0,7943.0,21.0,17874.0
1098,Graham,Kansas,2561,69568997.0,314.0,12.0,27165.0
1099,Graham,North Carolina,8607,164355072.0,1640.0,19.0,19096.0
1100,Grainger,Tennessee,22942,480998251.0,4292.0,19.0,20966.0
1101,Grand,Colorado,14793,486967765.0,1943.0,13.0,32919.0
1102,Grand,Utah,9544,244919297.0,1207.0,13.0,25662.0
1103,Grand Forks,North Dakota,70130,2136524376.0,13092.0,19.0,30465.0
1104,Grand Isle,Vermont,6950,268512540.0,519.0,7.0,38635.0
1105,Grand Traverse,Michigan,91222,2891795333.0,8910.0,10.0,31701.0
1106,Granite,Montana,3206,93435664.0,317.0,10.0,29144.0
1107,Grant,Arkansas,18076,466617748.0,2616.0,14.0,25814.0
1108,Grant,Indiana,67615,1421542272.0,13305.0,20.0,21024.0
1109,Grant,Kansas,7716,201679548.0,775.0,10.0,26138.0
1110,Grant,Kentucky,24800,518125588.0,5358.0,22.0,20892.0
1111,Grant,Minnesota,5923,179815886.0,629.0,11.0,30359.0
1112,Grant,Nebraska,682,15476626.0,144.0,21.0,22693.0
1113,Grant,New Mexico,28382,678278122.0,6265.0,22.0,23898.0
1114,Grant,North Dakota,2387,80052819.0,306.0,13.0,33537.0
1115,Grant,Oklahoma,4458,129289938.0,430.0,10.0,29002.0
1116,Grant,Oregon,7209,181336352.0,983.0,14.0,25154.0
1117,Grant,South Dakota,7133,209450164.0,543.0,8.0,29364.0
1118,Grant,Washington,93420,2102752526.0,14821.0,16.0,22509.0
1119,Grant,West Virginia,11673,253365919.0,1488.0,13.0,21705.0
1120,Grant,Wisconsin,51742,1229001188.0,8151.0,16.0,23752.0
1121,Grant Parish,Louisiana,22305,412837636.0,4419.0,20.0,18509.0
1122,Granville,North Carolina,58503,1454360587.0,8266.0,14.0,24860.0
1123,Gratiot,Michigan,41319,851047040.0,7851.0,19.0,20597.0
1124,Graves,Kentucky,37259,823859856.0,7176.0,19.0,22112.0
1125,Gray,Kansas,6004,162295796.0,507.0,8.0,27031.0
1126,Gray,Texas,22962,538627088.0,3306.0,14.0,23457.0
1127,Grays Harbor,Washington,71454,1720713293.0,11572.0,16.0,24081.0
1128,Grayson,Kentucky,26129,510031346.0,6722.0,26.0,19520.0
1129,Grayson,Texas,126146,3347260626.0,18127.0,14.0,26535.0
1130,Grayson,Virginia,15708,322398651.0,3217.0,20.0,20524.0
1131,Greeley,Kansas,1210,31187750.0,139.0,11.0,25775.0
1132,Greeley,Nebraska,2436,62225184.0,239.0,10.0,25544.0
1133,Green,Kentucky,11044,258960401.0,2099.0,19.0,23448.0
1134,Green,Wisconsin,36869,1113723871.0,3283.0,9.0,30208.0
1135,Green Lake,Wisconsin,18745,494338255.0,2145.0,11.0,26372.0
1136,Greenbrier,West Virginia,35523,844638767.0,6334.0,18.0,23777.0
1137,Greene,Alabama,8533,121143741.0,3307.0,39.0,14197.0
1138,Greene,Arkansas,44197,976501890.0,6974.0,16.0,22094.0
1139,Greene,Georgia,16732,550323664.0,3674.0,22.0,32890.0
1140,Greene,Illinois,13311,303972074.0,2374.0,18.0,22836.0
1141,Greene,Indiana,32431,802477265.0,4174.0,13.0,24744.0
1142,Greene,Iowa,9046,253000892.0,906.0,10.0,27968.0
1143,Greene,Mississippi,13801,248447167.0,2081.0,15.0,18002.0
1144,Greene,Missouri,286759,7320543546.0,56023.0,20.0,25529.0
1145,Greene,New York,47791,1309592198.0,5623.0,12.0,27402.0
1146,Greene,North Carolina,21059,392995964.0,5490.0,26.0,18662.0
1147,Greene,Ohio,164825,5462068882.0,21162.0,13.0,33139.0
1148,Greene,Pennsylvania,37338,954903166.0,5398.0,14.0,25575.0
1149,Greene,Tennessee,68520,1504695340.0,11740.0,17.0,21960.0
1150,Greene,Virginia,19213,580511359.0,1798.0,9.0,30215.0
1151,Greenlee,Arizona,9368,233591732.0,1082.0,12.0,24935.0
1152,Greensville,Virginia,11606,195384534.0,1468.0,13.0,16835.0
1153,Greenup,Kentucky,36012,913890046.0,5940.0,16.0,25377.0
1154,Greenville,South Carolina,490332,14284569302.0,65660.0,13.0,29132.0
1155,Greenwood,Kansas,6227,154661216.0,777.0,12.0,24837.0
1156,Greenwood,South Carolina,69981,1584127406.0,16741.0,24.0,22637.0
1157,Greer,Oklahoma,6018,120797920.0,1125.0,19.0,20073.0
1158,Gregg,Texas,123402,3102711283.0,22051.0,18.0,25143.0
1159,Gregory,South Dakota,4209,110144478.0,643.0,15.0,26169.0
1160,Grenada,Mississippi,21379,430785054.0,5207.0,24.0,20150.0
1161,Griggs,North Dakota,2276,76054816.0,182.0,8.0,33416.0
1162,Grimes,Texas,27358,645247747.0,5724.0,21.0,23585.0
1163,Grundy,Illinois,50333,1606347278.0,4737.0,9.0,31914.0
1164,Grundy,Iowa,12354,440564481.0,711.0,6.0,35662.0
1165,Grundy,Missouri,10111,222584683.0,2075.0,21.0,22014.0
1166,Grundy,Tennessee,13359,211386663.0,3795.0,28.0,15824.0
1167,Guadalupe,New Mexico,4426,80048636.0,575.0,13.0,18086.0
1168,Guadalupe,Texas,150889,4420998924.0,16237.0,11.0,29300.0
1169,Guayama Municipio,Puerto Rico,42623,391406349.0,23732.0,56.0,9183.0
1170,Guayanilla Municipio,Puerto Rico,19578,163417887.0,10921.0,56.0,8347.0
1171,Guaynabo Municipio,Puerto Rico,90773,2202543603.0,24387.0,27.0,24264.0
1172,Guernsey,Ohio,39414,901162927.0,8021.0,20.0,22864.0
1173,Guilford,North Carolina,517197,14782543221.0,89388.0,17.0,28582.0
1174,Gulf,Florida,16018,337745916.0,2471.0,15.0,21085.0
1175,Gunnison,Colorado,16215,448657619.0,2367.0,15.0,27669.0
1176,Gurabo Municipio,Puerto Rico,47074,779519732.0,14639.0,31.0,16559.0
1177,Guthrie,Iowa,10664,326811553.0,1077.0,10.0,30646.0
1178,Guánica Municipio,Puerto Rico,17327,124885096.0,11302.0,65.0,7208.0
1179,Gwinnett,Georgia,889954,24869985540.0,107890.0,12.0,27945.0
1180,Haakon,South Dakota,2084,47646492.0,358.0,17.0,22863.0
1181,Habersham,Georgia,43878,906327844.0,7567.0,17.0,20656.0
1182,Haines Borough,Alaska,2537,91096059.0,213.0,8.0,35907.0
1183,Hale,Alabama,14995,303927493.0,3934.0,26.0,20269.0
1184,Hale,Texas,34527,663099984.0,6687.0,19.0,19205.0
1185,Halifax,North Carolina,52300,1067220416.0,13938.0,27.0,20406.0
1186,Halifax,Virginia,35030,741066980.0,6619.0,19.0,21155.0
1187,Hall,Georgia,192865,5069002422.0,31229.0,16.0,26283.0
1188,Hall,Nebraska,61233,1617722198.0,8309.0,14.0,26419.0
1189,Hall,Texas,3102,62108244.0,689.0,22.0,20022.0
1190,Hamblen,Tennessee,63465,1393816641.0,12611.0,20.0,21962.0
1191,Hamilton,Florida,14238,229364949.0,3737.0,26.0,16109.0
1192,Hamilton,Illinois,8259,214279286.0,1144.0,14.0,25945.0
1193,Hamilton,Indiana,309687,13763424108.0,15488.0,5.0,44443.0
1194,Hamilton,Iowa,15201,425059359.0,1428.0,9.0,27963.0
1195,Hamilton,Kansas,2621,56859974.0,244.0,9.0,21694.0
1196,Hamilton,Nebraska,9149,292668849.0,655.0,7.0,31989.0
1197,Hamilton,New York,4646,115643596.0,449.0,10.0,24891.0
1198,Hamilton,Ohio,808703,26394580607.0,139765.0,17.0,32638.0
1199,Hamilton,Tennessee,354589,10535289605.0,52787.0,15.0,29711.0
1200,Hamilton,Texas,8220,218009506.0,1329.0,16.0,26522.0
1201,Hamlin,South Dakota,5911,159954830.0,328.0,6.0,27061.0
1202,Hampden,Massachusetts,469188,13171114994.0,80505.0,17.0,28072.0
1203,Hampshire,Massachusetts,161197,5190214821.0,28702.0,18.0,32198.0
1204,Hampshire,West Virginia,23412,509702444.0,3975.0,17.0,21771.0
1205,Hampton,South Carolina,20066,354690057.0,3715.0,19.0,17676.0
1206,Hampton city,Virginia,136255,3686066531.0,21313.0,16.0,27053.0
1207,Hancock,Georgia,8667,133936569.0,2706.0,31.0,15454.0
1208,Hancock,Illinois,18264,477026973.0,2051.0,11.0,26118.0
1209,Hancock,Indiana,72776,2287222804.0,5119.0,7.0,31428.0
1210,Hancock,Iowa,10971,319770793.0,992.0,9.0,29147.0
1211,Hancock,Kentucky,8700,195213248.0,1371.0,16.0,22438.0
