ID,County,State,TotalPop,poverty percentage,percapitalincome,cases,deaths,TotalCasesPer100K,TotalDeathsPer100K
1,Abbeville,South Carolina,24788,23.0,19234.0,204553,3900.0,825209.7789252865,15733.41939648217
2,Accomack,Virginia,32840,20.0,24266.0,387085,5723.0,1178699.7563946405,17426.91839220463
3,Ada,Idaho,435117,12.0,31642.0,5230256,50724.0,1202034.395346539,11657.554175083944
4,Adair,Iowa,7192,9.0,28861.0,70396,1792.0,978809.7886540601,24916.57397107898
5,Adair,Kentucky,19304,21.0,18408.0,178833,8026.0,926403.8541234977,41576.87525901368
6,Adair,Missouri,25437,30.0,21778.0,215543,1022.0,847360.1446711484,4017.769391044542
7,Adair,Oklahoma,22136,31.0,16576.0,273395,2906.0,1235069.5699313337,13127.936393205639
8,Adams,Colorado,487850,12.0,27487.0,5304490,85634.0,1087319.8729117557,17553.34631546582
9,Adams,Idaho,3946,14.0,24314.0,26750,394.0,677901.6725798276,9984.79472883933
10,Adams,Illinois,66787,13.0,27256.0,776519,10451.0,1162679.8628475603,15648.25489990567
11,Adams,Indiana,35018,19.0,21534.0,290788,4051.0,830395.7964475413,11568.3362841967
12,Adams,Iowa,3785,11.0,27022.0,30001,251.0,792628.7978863936,6631.439894319683
13,Adams,Mississippi,31583,34.0,17721.0,302532,11478.0,957895.0701326663,36342.336066871416
14,Adams,Nebraska,31564,13.0,28085.0,306114,5309.0,969820.0481561273,16819.794702826006
15,Adams,North Dakota,2368,9.0,35933.0,24018,136.0,1014273.6486486486,5743.243243243243
16,Adams,Ohio,27926,24.0,20249.0,154722,1993.0,554042.8274726062,7136.718470242784
17,Adams,Pennsylvania,101589,9.0,29685.0,553838,12739.0,545175.1666026834,12539.743476163758
18,Adams,Washington,19261,23.0,18414.0,248792,2482.0,1291687.866673589,12886.142983230362
19,Adams,Wisconsin,20111,13.0,24874.0,171013,1701.0,850345.5820197901,8458.057779324747
20,Addison,Vermont,36825,8.0,31052.0,54295,860.0,147440.5974202308,2335.3699932111335
21,Aiken,South Carolina,165707,17.0,26222.0,1361724,21986.0,821766.1293729293,13267.997127459914
22,Aitkin,Minnesota,15841,12.0,26883.0,108658,3180.0,685928.9186288745,20074.490246827852
23,Alachua,Florida,259865,24.0,26431.0,2544160,19787.0,979031.4201604679,7614.338214072691
24,Alamance,North Carolina,157844,18.0,25157.0,1535561,22025.0,972834.5708420972,13953.650439674615
25,Alameda,California,1629615,12.0,41363.0,7863819,121293.0,482556.86159000744,7443.046363711674
26,Alamosa,Colorado,16345,28.0,19217.0,131098,3495.0,802067.9106760477,21382.68583664729
27,Albany,New York,308580,12.0,35278.0,1734200,48609.0,561993.6483245837,15752.47909780284
28,Albany,Wyoming,37944,25.0,26034.0,409940,1080.0,1080381.6150115961,2846.2998102466795
29,Albemarle,Virginia,105105,13.0,39273.0,451336,5944.0,429414.3951286808,5655.297083868512
30,Alcona,Michigan,10413,15.0,24463.0,37933,1746.0,364285.0283299722,16767.50216076059
31,Alcorn,Mississippi,37242,20.0,20527.0,307028,5380.0,824413.2968154235,14446.055528704152
32,Aleutians East Borough,Alaska,3338,17.0,31254.0,10261,2.0,307399.6405032954,59.916117435590174
33,Aleutians West Census Area,Alaska,5784,8.0,35997.0,33774,0.0,583921.1618257262,0.0
34,Alexander,Illinois,6776,33.0,18564.0,44393,661.0,655150.5312868949,9755.017709563164
35,Alexander,North Carolina,37159,15.0,22656.0,327558,4185.0,881503.8079603865,11262.412874404587
36,Alexandria city,Virginia,154710,10.0,57019.0,1318235,20360.0,852068.3860125396,13160.106004783143
37,Alfalfa,Oklahoma,5877,10.0,28007.0,86419,311.0,1470461.119618853,5291.815552152459
38,Alger,Michigan,9254,13.0,21772.0,48500,271.0,524097.68748649233,2928.4633671925653
39,Allamakee,Iowa,13940,11.0,27377.0,151684,3462.0,1088120.5164992826,24835.00717360115
40,Allegan,Michigan,114145,11.0,27172.0,680430,8182.0,596110.2106969205,7168.075693197248
41,Allegany,Maryland,72591,17.0,22355.0,566345,17487.0,780186.2489840338,24089.76319378435
42,Allegany,New York,47400,17.0,22376.0,204007,7298.0,430394.51476793253,15396.62447257384
43,Alleghany,North Carolina,10935,21.0,21153.0,89383,270.0,817402.8349336991,2469.135802469136
44,Alleghany,Virginia,15489,19.0,25952.0,85579,2727.0,552514.6878429854,17606.042998256828
45,Allegheny,Pennsylvania,1229605,13.0,35279.0,6641535,157019.0,540135.653319562,12769.873251979296
46,Allen,Indiana,367747,15.0,26932.0,3606736,80615.0,980765.5806845467,21921.320908124337
47,Allen,Kansas,12752,14.0,23011.0,75095,145.0,588888.017565872,1137.0765370138017
48,Allen,Kentucky,20628,20.0,21652.0,167988,3224.0,814368.819080861,15629.24180725228
49,Allen,Ohio,104157,15.0,24551.0,979843,21926.0,940736.5803546568,21050.913524775096
50,Allendale,South Carolina,9402,30.0,13439.0,97320,1920.0,1035098.9151244415,20421.186981493298
51,Alpena,Michigan,28730,15.0,24030.0,134917,5502.0,469603.2022276366,19150.713539853812
52,Alpine,California,1203,20.0,27448.0,6500,0.0,540315.8769742311,0.0
53,Amador,California,37306,10.0,29628.0,242428,3953.0,649836.4874282957,10596.150753230044
54,Amelia,Virginia,12802,13.0,26118.0,57994,1315.0,453007.34260271833,10271.832526167787
55,Amherst,Virginia,31819,13.0,24296.0,200719,1207.0,630814.9219020082,3793.331028630693
56,Amite,Mississippi,12574,23.0,19664.0,126026,3400.0,1002274.5347542549,27039.92365198028
57,Anderson,Kansas,7840,14.0,21886.0,68276,0.0,870867.3469387755,0.0
58,Anderson,Kentucky,22017,12.0,24991.0,120545,773.0,547508.743243857,3510.9233773901983
59,Anderson,South Carolina,194174,16.0,24485.0,1754187,46547.0,903409.8282983303,23971.79849001411
60,Anderson,Tennessee,75538,16.0,26972.0,671184,9038.0,888538.2191744552,11964.83888903598
61,Anderson,Texas,57747,17.0,17466.0,812807,9733.0,1407531.1271581207,16854.555214989523
62,Andrew,Missouri,17358,9.0,28003.0,135593,1691.0,781155.6630948265,9741.905749510312
63,Andrews,Texas,17577,12.0,29903.0,191004,3684.0,1086670.0802184672,20959.20805598225
64,Androscoggin,Maine,107317,15.0,26276.0,397261,5386.0,370175.27511950576,5018.7761491655565
65,Angelina,Texas,87700,19.0,21974.0,850671,23973.0,969978.3352337515,27335.233751425312
66,Anne Arundel,Maryland,564600,6.0,43258.0,3958090,81722.0,701043.2164364152,14474.318101310662
67,Anoka,Minnesota,344861,7.0,34321.0,3600185,52312.0,1043952.4910036217,15169.01012291909
68,Anson,North Carolina,25531,22.0,19105.0,216470,3495.0,847871.215385218,13689.240531119032
69,Antelope,Nebraska,6406,12.0,28091.0,49704,531.0,775897.5960037464,8289.10396503278
70,Antrim,Michigan,23133,13.0,29307.0,84096,1145.0,363532.6157437427,4949.639043790256
71,Apache,Arizona,71602,36.0,13865.0,1300510,47717.0,1816304.0138543616,66641.99324041228
72,Appanoose,Iowa,12547,17.0,25543.0,115154,3744.0,917781.1429026859,29839.802343189607
73,Appling,Georgia,18471,25.0,19937.0,297268,8729.0,1609376.8610253911,47257.86367819826
74,Appomattox,Virginia,15462,14.0,26347.0,104809,978.0,677848.9199327383,6325.184322856034
75,Aransas,Texas,24832,18.0,29999.0,105193,4233.0,423618.71778350516,17046.552835051545
76,Arapahoe,Colorado,626612,10.0,36951.0,5265499,126255.0,840312.5059845647,20148.83213216472
77,Archer,Texas,8793,9.0,31103.0,61453,680.0,698885.4770840441,7733.4243147958605
78,Archuleta,Colorado,12592,12.0,29344.0,51521,32.0,409156.60736975854,254.12960609911053
79,Arenac,Michigan,15238,18.0,22622.0,69174,2564.0,453957.2122325765,16826.355164719782
80,Arkansas,Arkansas,18352,21.0,23766.0,185804,3773.0,1012445.5100261553,20559.06713164778
81,Arlington,Virginia,229534,8.0,67052.0,1521141,43664.0,662708.3569318707,19022.88985509772
82,Armstrong,Pennsylvania,66737,13.0,25502.0,383109,9408.0,574057.8689482596,14097.12753045537
83,Armstrong,Texas,1929,8.0,31219.0,11887,492.0,616226.0238465526,25505.4432348367
84,Aroostook,Maine,68840,18.0,23631.0,72668,1944.0,105560.72051133063,2823.939570017432
85,Arthur,Nebraska,421,11.0,21799.0,2007,3.0,476722.09026128263,712.5890736342043
86,Ashe,North Carolina,26833,20.0,23650.0,158604,2248.0,591078.1500391309,8377.743822904631
87,Ashland,Ohio,53299,14.0,24613.0,285093,4538.0,534893.7128276328,8514.231036229574
88,Ashland,Wisconsin,15779,15.0,22983.0,112958,1528.0,715875.5307687433,9683.75689207174
89,Ashley,Arkansas,20771,21.0,20703.0,178856,3174.0,861085.1668191227,15280.920514178422
90,Ashtabula,Ohio,98622,20.0,21936.0,477908,15357.0,484585.58942223847,15571.576321713208
91,Asotin,Washington,22259,14.0,26879.0,109700,2501.0,492834.3591356305,11235.904577923537
92,Atascosa,Texas,48139,15.0,23973.0,411946,10478.0,855742.7449676978,21766.135565757493
93,Atchison,Kansas,16466,19.0,25494.0,155014,1282.0,941418.6809182558,7785.740313373011
94,Atchison,Missouri,5335,12.0,28209.0,31058,481.0,582155.5763823804,9015.93252108716
95,Athens,Ohio,65563,36.0,20062.0,394617,1264.0,601889.7853972515,1927.916660311456
96,Atkinson,Georgia,8313,27.0,19904.0,134686,1660.0,1620185.2520149164,19968.72368579334
97,Atlantic,New Jersey,272926,15.0,29941.0,2123331,81145.0,777987.8062185354,29731.502311982003
98,Atoka,Oklahoma,13899,19.0,19439.0,154917,525.0,1114590.9777681848,3777.2501618821498
99,Attala,Mississippi,18731,23.0,20617.0,264005,9230.0,1409454.9143131706,49276.60028829214
100,Audrain,Missouri,25763,17.0,21226.0,237934,3973.0,923549.2760936226,15421.340682373946
101,Audubon,Iowa,5711,11.0,31522.0,47971,805.0,839975.485904395,14095.604972859393
102,Auglaize,Ohio,45778,9.0,28340.0,425979,6885.0,930532.1333391585,15039.975534099349
103,Augusta,Virginia,74390,9.0,30088.0,378915,3728.0,509362.81758300844,5011.426266971367
104,Aurora,South Dakota,2739,6.0,30872.0,51959,923.0,1897006.2066447607,33698.43008397225
105,Austin,Texas,29292,13.0,30101.0,161530,2468.0,551447.4941963676,8425.508671309572
106,Autauga,Alabama,55036,14.0,27824.0,645935,9042.0,1173659.059524675,16429.246311505198
107,Avery,North Carolina,17535,14.0,21704.0,170280,1316.0,971086.3986313088,7504.99001996008
108,Baca,Colorado,3581,20.0,22853.0,22179,132.0,619352.1362747835,3686.121195196872
109,Bacon,Georgia,11279,23.0,18856.0,183448,4201.0,1626456.24612111,37246.209770369715
110,Bailey,Texas,7098,22.0,18662.0,95151,1696.0,1340532.544378698,23894.05466328543
111,Baker,Florida,27537,17.0,22440.0,406208,5574.0,1475135.2725423975,20241.85641137379
112,Baker,Georgia,3251,19.0,22270.0,29472,1341.0,906551.8302060905,41248.84650876654
113,Baker,Oregon,15980,15.0,25820.0,54957,656.0,343911.13892365457,4105.131414267835
114,Baldwin,Alabama,203360,12.0,29364.0,2003567,23041.0,985231.6089693155,11330.153422501968
115,Baldwin,Georgia,45527,29.0,20113.0,575142,16327.0,1263298.7018692205,35862.23559645924
116,Ballard,Kentucky,8152,18.0,25063.0,30916,348.0,379244.3572129539,4268.891069676153
117,Baltimore,Maryland,828637,10.0,37270.0,6381173,196935.0,770080.626378016,23766.136438512884
118,Baltimore city,Maryland,619796,22.0,28488.0,5409181,147420.0,872735.7065873287,23785.24546786362
119,Bamberg,South Carolina,14842,25.0,19256.0,171423,7350.0,1154985.850963482,49521.62781296321
120,Bandera,Texas,21316,16.0,29177.0,80281,2180.0,376623.19384499907,10227.059485832238
121,Banks,Georgia,18363,14.0,19451.0,180070,2827.0,980613.1895659751,15395.08794859228
122,Banner,Nebraska,728,9.0,30736.0,2630,0.0,361263.73626373627,0.0
123,Bannock,Idaho,84113,18.0,23872.0,764084,6849.0,908401.7928263169,8142.617669088012
124,Baraga,Michigan,8580,15.0,18975.0,67579,2696.0,787634.0326340327,31421.91142191142
125,Barber,Kansas,4905,16.0,28840.0,30848,182.0,628909.2762487257,3710.4994903160036
126,Barbour,Alabama,26201,27.0,17561.0,268771,4077.0,1025804.3586122666,15560.474791038509
127,Barbour,West Virginia,16790,23.0,20762.0,88135,1301.0,524925.5509231685,7748.6599166170345
128,Barnes,North Dakota,10971,10.0,32518.0,139507,2416.0,1271597.848874305,22021.693555737853
129,Barnstable,Massachusetts,213900,7.0,40886.0,925594,56150.0,432722.7676484339,26250.584385226743
130,Barnwell,South Carolina,21788,27.0,20018.0,228302,5056.0,1047833.6699100423,23205.434183954472
131,Barren,Kentucky,43418,23.0,20493.0,362540,4897.0,834999.3090423327,11278.732322999676
132,Barron,Wisconsin,45358,12.0,26935.0,514350,6125.0,1133978.5704837074,13503.681820186075
133,Barrow,Georgia,75099,13.0,22978.0,835166,13930.0,1112086.712206554,18548.848852847572
134,Barry,Michigan,59607,9.0,27166.0,340148,3552.0,570651.0980253997,5959.03165735568
135,Barry,Missouri,35398,21.0,20840.0,239281,4159.0,675973.2188259223,11749.251370133905
136,Bartholomew,Indiana,81024,12.0,29955.0,712263,19700.0,879076.5699052133,24313.78357030016
137,Barton,Kansas,27067,16.0,26264.0,265675,2585.0,981545.7937710126,9550.37499538183
138,Barton,Missouri,11942,21.0,24628.0,103024,877.0,862703.0648132641,7343.828504438117
139,Bartow,Georgia,102623,14.0,24931.0,1207699,26164.0,1176830.7299533244,25495.259347319803
140,Bastrop,Texas,80306,13.0,25172.0,648667,8303.0,807744.1287076931,10339.202550245313
141,Bates,Missouri,16405,14.0,25873.0,96200,1680.0,586406.583358732,10240.780249923804
142,Bath,Kentucky,12189,24.0,20059.0,60558,906.0,496825.0061530889,7432.931331528427
143,Bath,Virginia,4458,9.0,28195.0,16861,166.0,378218.9322566173,3723.6428891879764
144,Baxter,Arkansas,41093,13.0,24737.0,245192,6714.0,596675.8328669117,16338.549144623172
145,Bay,Florida,180117,15.0,26742.0,1917679,33022.0,1064685.176857265,18333.63869040679
146,Bay,Michigan,105350,16.0,25462.0,739088,26129.0,701554.8172757474,24802.08827717133
147,Bayfield,Wisconsin,15004,11.0,28271.0,105214,1782.0,701239.6694214876,11876.83284457478
148,Baylor,Texas,3602,13.0,30820.0,21238,847.0,589616.8795113825,23514.714047751248
149,Beadle,South Dakota,18163,24.0,24950.0,367211,5048.0,2021753.0143698726,27792.765512305235
150,Bear Lake,Idaho,5942,15.0,24411.0,31777,226.0,534786.2672500841,3803.433187478963
151,Beaufort,North Carolina,47316,19.0,24657.0,373335,8311.0,789024.8541719503,17564.88291487023
152,Beaufort,South Carolina,179316,12.0,34966.0,1670434,21545.0,931558.8123759173,12015.101831403777
153,Beaver,Oklahoma,5445,12.0,25935.0,38546,305.0,707915.5188246098,5601.469237832875
154,Beaver,Pennsylvania,168161,11.0,29162.0,1049514,44215.0,624112.6063712751,26293.2546785521
155,Beaver,Utah,6414,10.0,21129.0,42674,279.0,665325.8497037729,4349.859681945743
156,Beaverhead,Montana,9360,16.0,28420.0,87558,721.0,935448.7179487179,7702.991452991453
157,Becker,Minnesota,33552,13.0,28525.0,295540,3262.0,880841.6785884597,9722.222222222223
158,Beckham,Oklahoma,22971,13.0,23883.0,239935,2810.0,1044512.6463802186,12232.815288842454
159,Bedford,Pennsylvania,48891,14.0,24220.0,304016,9022.0,621824.0575975128,18453.294062301855
160,Bedford,Tennessee,46854,17.0,22953.0,612484,8991.0,1307218.1670721816,19189.396849788704
161,Bedford,Virginia,77319,9.0,30634.0,432855,4470.0,559830.0547084158,5781.243937453924
162,Bee,Texas,32729,18.0,17504.0,444585,7713.0,1358382.474258303,23566.256225365883
163,Belknap,New Hampshire,60383,9.0,33849.0,206705,5749.0,342323.1704287631,9520.89164168723
164,Bell,Kentucky,27469,38.0,14753.0,245080,3805.0,892205.7592194838,13851.978594051478
165,Bell,Texas,336506,14.0,25017.0,2014577,27388.0,598674.9121858154,8138.933629712397
166,Belmont,Ohio,68889,14.0,25326.0,435624,8435.0,632356.3994251622,12244.335089782113
167,Beltrami,Minnesota,45847,19.0,23747.0,333970,4006.0,728444.6092437891,8737.758195737999
168,Ben Hill,Georgia,17272,30.0,16635.0,241862,7234.0,1400312.6447429364,41882.81611857341
169,Benewah,Idaho,9050,16.0,23120.0,57388,705.0,634121.546961326,7790.055248618784
170,Bennett,South Dakota,3440,38.0,15287.0,43149,930.0,1254331.3953488371,27034.883720930233
171,Bennington,Vermont,36054,13.0,31313.0,80114,509.0,222205.5805181117,1411.7712320408275
172,Benson,North Dakota,6875,33.0,21658.0,127090,2203.0,1848581.8181818181,32043.63636363636
173,Bent,Colorado,5806,24.0,14028.0,90671,1156.0,1561677.574922494,19910.437478470547
174,Benton,Arkansas,251823,11.0,30611.0,2724340,35683.0,1081847.1704332011,14169.873284012978
175,Benton,Indiana,8685,15.0,23652.0,81534,721.0,938791.018998273,8301.66954519286
176,Benton,Iowa,25646,9.0,32356.0,241135,3928.0,940244.0926460266,15316.22865164158
177,Benton,Minnesota,39360,14.0,27018.0,456305,7988.0,1159311.4837398373,20294.71544715447
178,Benton,Mississippi,8306,20.0,18599.0,98456,2449.0,1185359.9807368168,29484.709848302435
179,Benton,Missouri,18918,19.0,20163.0,146774,1909.0,775843.1123797442,10090.918701765515
180,Benton,Oregon,88249,22.0,30873.0,177977,2288.0,201675.93967070448,2592.6639395347256
181,Benton,Tennessee,16154,22.0,21282.0,146693,3545.0,908090.875324997,21945.029094961003
182,Benton,Washington,190529,14.0,30511.0,1783625,37891.0,936143.5791926689,19887.26125681655
183,Benzie,Michigan,17462,10.0,26791.0,74640,2269.0,427442.4464551598,12993.9296758676
184,Bergen,New Jersey,937920,7.0,46601.0,9517855,618764.0,1014783.2437734561,65971.93790515182
185,Berkeley,South Carolina,204632,13.0,27010.0,1627040,22939.0,795105.3598655147,11209.879197779428
186,Berkeley,West Virginia,111610,13.0,27658.0,767244,7627.0,687433.0257145417,6833.617059403278
187,Berks,Pennsylvania,415500,14.0,29041.0,3505168,131508.0,843602.4067388688,31650.541516245485
188,Berkshire,Massachusetts,127751,11.0,33245.0,445495,24036.0,348721.34073314496,18814.725520739565
189,Bernalillo,New Mexico,674855,18.0,28340.0,4839154,81270.0,717065.7400478622,12042.586926080417
190,Berrien,Georgia,19014,24.0,18064.0,170900,4202.0,898811.4021247502,22099.505627432416
191,Berrien,Michigan,154948,17.0,27505.0,1203770,30464.0,776886.4393215788,19660.789426130057
192,Bertie,North Carolina,19913,22.0,18319.0,189509,4258.0,951684.8290061769,21383.016120122535
193,Bethel Census Area,Alaska,17957,27.0,18654.0,262811,1096.0,1463557.387091385,6103.46939912012
194,Bexar,Texas,1892004,16.0,26158.0,19040944,323746.0,1006390.2613313714,17111.274606184765
195,Bibb,Alabama,22580,15.0,20911.0,261043,5272.0,1156080.6023029229,23348.095659875995
196,Bibb,Georgia,153923,27.0,23426.0,1742553,46389.0,1132093.9690624531,30137.79617081268
197,Big Horn,Montana,13290,27.0,17904.0,302998,8602.0,2279894.6576373214,64725.35741158766
198,Big Horn,Wyoming,11920,13.0,23724.0,87247,2186.0,731937.9194630872,18338.926174496642
199,Big Stone,Minnesota,5039,12.0,29035.0,50859,269.0,1009307.4022623537,5338.360785870213
200,Billings,North Dakota,983,10.0,44683.0,6388,0.0,649847.4059003051,0.0
201,Bingham,Idaho,45369,13.0,20720.0,454761,5713.0,1002360.6427296172,12592.298706165004
202,Black Hawk,Iowa,132960,17.0,27669.0,1940395,34130.0,1459382.5210589652,25669.374247894106
203,Blackford,Indiana,12214,13.0,22328.0,108527,2521.0,888545.9308989684,20640.24889471099
204,Bladen,North Carolina,34130,25.0,20839.0,307389,4237.0,900641.664225022,12414.298271315558
205,Blaine,Idaho,21583,15.0,32736.0,298600,2410.0,1383496.2702126675,11166.195616920724
206,Blaine,Montana,6646,33.0,17059.0,70787,2245.0,1065106.8311766475,33779.71712308155
207,Blaine,Nebraska,502,10.0,28503.0,1759,0.0,350398.406374502,0.0
208,Blaine,Oklahoma,9680,15.0,22823.0,79533,460.0,821621.9008264464,4752.06611570248
209,Blair,Pennsylvania,124736,15.0,25531.0,820634,18437.0,657896.6777834787,14780.817085684967
210,Blanco,Texas,11089,11.0,31249.0,49932,1534.0,450284.06528992695,13833.528722157092
211,Bland,Virginia,6524,8.0,23505.0,48510,940.0,743562.2317596566,14408.338442673205
212,Bleckley,Georgia,12779,24.0,20667.0,155065,5666.0,1213436.1061115894,44338.367634400194
213,Bledsoe,Tennessee,14413,21.0,21402.0,304327,1246.0,2111475.7510580723,8644.973288003885
214,Blount,Alabama,57667,16.0,22021.0,630106,8669.0,1092663.0481904729,15032.861081727851
215,Blount,Tennessee,127135,13.0,28334.0,1225007,13155.0,963548.1967986786,10347.268651433516
216,Blue Earth,Minnesota,65767,19.0,28283.0,684766,3336.0,1041199.9939179224,5072.4527498593525
217,Boise,Idaho,6968,11.0,29648.0,30757,356.0,441403.5591274397,5109.070034443168
218,Bolivar,Mississippi,33121,37.0,16984.0,548461,17594.0,1655931.2822680473,53120.37680021738
219,Bollinger,Missouri,12347,20.0,20687.0,125470,1227.0,1016198.266785454,9937.636672876002
220,Bon Homme,South Dakota,6972,10.0,24858.0,171046,2151.0,2453327.5960986805,30851.97934595525
221,Bond,Illinois,17034,17.0,24473.0,181146,2581.0,1063437.830221909,15152.048843489492
222,Bonner,Idaho,41855,14.0,25909.0,230295,1749.0,550221.0010751404,4178.712220762155
223,Bonneville,Idaho,110404,12.0,25706.0,1292880,12523.0,1171044.5273721968,11342.886127314228
224,Boone,Arkansas,37212,16.0,22288.0,329047,7795.0,884249.7043964312,20947.543803074277
225,Boone,Illinois,53638,11.0,29029.0,669177,10528.0,1247580.0738282562,19627.875759722585
226,Boone,Indiana,63013,6.0,42844.0,583919,16108.0,926664.3391046292,25562.979067811404
227,Boone,Iowa,26381,9.0,30190.0,250060,2375.0,947879.155452788,9002.691330882075
228,Boone,Kentucky,127682,8.0,33553.0,1040600,8764.0,814993.4994752588,6863.92757005686
229,Boone,Missouri,174589,21.0,28495.0,1834045,6403.0,1050492.8718304131,3667.470459192733
230,Boone,Nebraska,5357,7.0,28861.0,48983,294.0,914373.7166324436,5488.146350569348
231,Boone,West Virginia,23236,24.0,20991.0,130328,2309.0,560888.2768118436,9937.166465828886
232,Borden,Texas,602,3.0,38923.0,1513,33.0,251328.90365448504,5481.72757475083
233,Bosque,Texas,17955,16.0,25763.0,121148,2600.0,674731.2726260095,14480.64605959343
234,Botetourt,Virginia,33149,8.0,34733.0,172136,3083.0,519279.6162780174,9300.431385562159
235,Bottineau,North Dakota,6651,9.0,35698.0,71812,2539.0,1079717.3357389867,38174.710569839124
236,Boulder,Colorado,316782,14.0,42119.0,1972615,33138.0,622704.25718633,10460.821637593046
237,Boundary,Idaho,11323,18.0,24605.0,65215,770.0,575951.6029320852,6800.317936942507
238,Bourbon,Kansas,14757,18.0,20707.0,112546,672.0,762661.7876262113,4553.771091685302
239,Bourbon,Kentucky,20017,17.0,25994.0,123267,714.0,615811.5601738523,3566.968077134436
240,Bowie,Texas,93635,18.0,24761.0,587721,21491.0,627672.3447428846,22951.887648849253
241,Bowman,North Dakota,3226,8.0,36318.0,34766,434.0,1077681.339119653,13453.192808431495
242,Box Butte,Nebraska,11200,11.0,28483.0,85827,774.0,766312.5,6910.714285714285
243,Box Elder,Utah,52182,10.0,22808.0,422767,3149.0,810177.839101606,6034.647962899085
244,Boyd,Kentucky,48486,19.0,26420.0,360925,4470.0,744390.1332343357,9219.15604504393
245,Boyd,Nebraska,2049,10.0,26413.0,18672,262.0,911273.7920937042,12786.7252318204
246,Boyle,Kentucky,29773,16.0,23821.0,244861,1003.0,822426.3594531958,3368.824102374635
247,Bracken,Kentucky,8330,21.0,22432.0,36824,350.0,442064.8259303722,4201.680672268908
248,Bradford,Florida,26775,19.0,19655.0,316736,3896.0,1182954.2483660132,14550.887021475257
249,Bradford,Pennsylvania,61546,12.0,26937.0,333809,6344.0,542373.1842849251,10307.737302180483
250,Bradley,Arkansas,10994,26.0,21575.0,128118,2529.0,1165344.7334909951,23003.456430780425
251,Bradley,Tennessee,103666,18.0,25144.0,1216454,9654.0,1173435.8420311385,9312.60008102946
252,Branch,Michigan,43543,16.0,22977.0,631460,13797.0,1450198.6542038904,31685.919665617897
253,Brantley,Georgia,18411,22.0,18220.0,160647,3387.0,872559.8826788333,18396.610721851066
254,Braxton,West Virginia,14345,22.0,20633.0,45449,72.0,316828.1631230394,501.9170442662949
255,Brazoria,Texas,345995,10.0,32343.0,3446570,42688.0,996132.8920938163,12337.750545528113
256,Brazos,Texas,214231,25.0,25337.0,2295846,23536.0,1071668.4326731425,10986.271828073433
257,Breathitt,Kentucky,13276,36.0,16875.0,70721,354.0,532698.101837903,2666.465802952697
258,Breckinridge,Kentucky,19991,18.0,20735.0,88176,845.0,441078.4853183933,4226.902105947676
259,Bremer,Iowa,24741,9.0,32105.0,285101,5094.0,1152342.2658744594,20589.3052018916
260,Brevard,Florida,568183,13.0,29405.0,3319030,84963.0,584148.0649720249,14953.456896809656
261,Brewster,Texas,9220,11.0,26073.0,106187,1107.0,1151702.819956616,12006.507592190888
262,Briscoe,Texas,1591,14.0,23199.0,10652,363.0,669516.0276555625,22815.83909490886
263,Bristol,Massachusetts,557016,12.0,32406.0,5393765,228171.0,968332.1484481596,40963.09621267612
264,Bristol,Rhode Island,49028,7.0,42360.0,312748,9422.0,637896.7120828914,19217.5899486008
265,Bristol city,Virginia,17077,22.0,21590.0,107451,1758.0,629214.7332669672,10294.548222755753
266,Broadwater,Montana,5755,8.0,32268.0,32614,193.0,566707.2111207646,3353.6055603822765
267,Brooke,West Virginia,23067,13.0,25630.0,147397,3059.0,638995.1012268609,13261.369055360472
268,Brookings,South Dakota,33697,17.0,27196.0,375922,2925.0,1115594.8600765646,8680.297949372349
269,Brooks,Georgia,15629,24.0,20964.0,163355,6817.0,1045204.4276665173,43617.63388572525
270,Brooks,Texas,7251,41.0,13549.0,87318,4626.0,1204220.1075713693,63798.096814232515
271,Broome,New York,196124,18.0,26790.0,1157793,35828.0,590337.2356264404,18268.034508780158
272,Broomfield,Colorado,64283,5.0,43736.0,377544,12447.0,587315.4644307204,19362.81754118507
273,Broward,Florida,1890416,14.0,30109.0,23673888,359625.0,1252311.0257213227,19023.59057477296
274,Brown,Illinois,6791,12.0,21906.0,55041,904.0,810499.1901045502,13311.736121337064
275,Brown,Indiana,15007,11.0,31365.0,83097,2265.0,553721.5965882587,15092.956620243885
276,Brown,Kansas,9736,13.0,24319.0,113210,2431.0,1162797.863599014,24969.186524239933
277,Brown,Minnesota,25243,8.0,29696.0,213667,3117.0,846440.5973933368,12347.977657172287
278,Brown,Nebraska,3058,16.0,29664.0,22875,147.0,748037.9332897319,4807.063440156965
279,Brown,Ohio,43799,18.0,24525.0,264958,1903.0,604940.7520719651,4344.848055891687
280,Brown,South Dakota,38637,11.0,31494.0,579675,5876.0,1500310.5831198075,15208.220099904238
281,Brown,Texas,37787,17.0,24040.0,368928,11436.0,976335.7768544737,30264.376637467914
282,Brown,Wisconsin,258004,11.0,29874.0,3952479,28291.0,1531944.8535681618,10965.333870792701
283,Brule,South Dakota,5280,14.0,26074.0,78089,735.0,1478958.3333333333,13920.454545454546
284,Brunswick,North Carolina,122586,14.0,29707.0,687838,11599.0,561106.4885060284,9461.928768374855
285,Brunswick,Virginia,16435,19.0,20277.0,116545,1226.0,709126.8634012778,7459.689686644357
286,Bryan,Georgia,34883,14.0,29880.0,335230,3828.0,961012.527592237,10973.826792420377
287,Bryan,Oklahoma,45068,18.0,22171.0,514514,4112.0,1141639.300612408,9123.990414484779
288,Buchanan,Iowa,21101,8.0,30974.0,178911,2029.0,847879.2474290318,9615.658025685987
